CustomerID,Age,Gender,Tenure,Annual_Income,Spending_Score,Credit_Score,Online_Activity,True_Segment,Cluster,Distance_to_Target
1024,36,Male,61,68376.76697687071,100.0,300,5.0,Digital-Shoppers,3,0.07668123428370403
1025,46,Male,54,1778.888020604881,1.0,321,5.0,Premium-Loyalists,0,2.6320578423136403
1026,27,Male,37,22429.959839744846,100.0,832,4.7,Budget-Conscious,2,2.6304980981820054
1027,50,Male,65,73352.44890879217,100.0,300,5.0,Digital-Shoppers,3,0.1911204112107348
1028,35,Male,42,46062.63641833895,100.0,813,3.7,Budget-Conscious,2,2.4490516765779007
1029,40,Female,49,32913.83780355784,100.0,838,4.8,Budget-Conscious,2,2.5365470200728395
1030,35,Male,4,856.1276966754617,1.0,305,5.0,Premium-Loyalists,0,2.6476427925623747
1031,72,Male,64,105425.75471429036,1.0,442,1.1,Credit-Reliant,1,3.287361138680588
1032,44,Female,79,55995.61171171175,100.0,300,5.0,Digital-Shoppers,3,0.2925029284453081
1033,29,Female,51,9157.359236323644,1.0,300,5.0,Premium-Loyalists,0,2.5036329971272724
1034,57,Female,91,98392.6155573962,1.0,408,1.0,Credit-Reliant,1,3.2511519818988064
1035,26,Male,72,67919.7989396167,86.24782842327642,300,5.0,Digital-Shoppers,3,0.22838589452171715
1036,48,Female,60,60964.52082097656,100.0,314,5.0,Digital-Shoppers,3,0.16755095899396047
1037,18,Female,87,72410.70368781085,100.0,317,5.0,Digital-Shoppers,3,0.17450541382427634
1038,25,Male,79,101796.85418749526,1.0,438,1.0,Credit-Reliant,1,3.297707040978559
1039,47,Male,91,19509.487244565997,100.0,844,4.9,Budget-Conscious,2,2.7084913976783493
1040,56,Female,31,5875.7135251059535,1.0,300,5.0,Premium-Loyalists,0,2.5592313600613203
1041,47,Female,103,15268.03937193532,1.0,300,5.0,Premium-Loyalists,0,2.4053428857886914
1042,43,Female,111,101999.35055678134,1.0,315,1.0,Credit-Reliant,1,3.2462691270599096
1043,40,Female,72,103462.08581747094,1.0,378,1.1,Credit-Reliant,1,3.230181757218159
1044,22,Female,94,69022.06252137167,100.0,300,5.0,Digital-Shoppers,3,0.08846982491577036
1045,34,Female,58,64489.99402698462,100.0,316,5.0,Digital-Shoppers,3,0.09464236798090517
1046,38,Male,119,103860.4584790648,1.0,308,1.0,Credit-Reliant,1,3.261055964993297
1047,60,Male,106,62095.36562309224,100.0,314,5.0,Digital-Shoppers,3,0.14042382689794153
1048,50,Male,82,73018.72467457019,100.0,300,5.0,Digital-Shoppers,3,0.18261263611694442
1049,18,Female,4,9560.198687908533,1.0,300,5.0,Premium-Loyalists,0,2.4969383642932175
1050,49,Female,111,28319.63399058101,100.0,850,5.0,Budget-Conscious,2,2.629499193038276
1051,39,Female,107,27408.84552611542,1.0,312,5.0,Premium-Loyalists,0,2.2334708463361626
1052,34,Male,22,68083.29531037301,100.0,300,5.0,Digital-Shoppers,3,0.07207290157249414
1053,54,Female,3,69020.89817560956,78.99519327613503,300,5.0,Digital-Shoppers,3,0.3791320710027858
1054,60,Male,79,55041.544368289455,100.0,310,5.0,Digital-Shoppers,3,0.3178258268257774
1055,58,Male,99,99732.25261473747,1.0,308,1.0,Credit-Reliant,1,3.2285819974192447
1056,32,Female,47,65984.31728904058,100.0,300,5.0,Digital-Shoppers,3,0.06273372870990548
1057,40,Female,38,19409.64108068227,100.0,850,4.9,Budget-Conscious,2,2.7332642992683973
1058,49,Female,33,84525.88300706125,1.0,300,1.0,Credit-Reliant,1,3.1402309852547337
1059,59,Male,78,1099.1334842971223,1.0,317,5.0,Premium-Loyalists,0,2.6438219554530997
1060,37,Female,48,32692.47823398932,100.0,836,4.3,Budget-Conscious,2,2.5622176441852003
1061,42,Male,65,20004.05520447516,1.0,300,5.0,Premium-Loyalists,0,2.3343074391214347
1062,28,Male,117,2597.878048336519,1.0,318,5.0,Premium-Loyalists,0,2.617137662587191
1063,27,Female,113,34283.50652263767,100.0,839,4.5,Budget-Conscious,2,2.5426319331765534
1064,57,Female,26,8191.868714696758,1.0,300,5.0,Premium-Loyalists,0,2.5197959370412257
1065,65,Female,8,116907.90827720096,1.0,315,1.0,Credit-Reliant,1,3.3860033878215505
1066,43,Male,50,36357.14819311391,100.0,818,4.1,Budget-Conscious,2,2.4778265776662027
1067,60,Female,80,102793.46972514623,1.0,300,1.0,Credit-Reliant,1,3.2523674810573096
1068,50,Male,38,46658.3780909369,100.0,300,5.0,Digital-Shoppers,3,0.5411089149225141
1069,35,Female,10,68884.56306766448,1.0,316,1.0,Credit-Reliant,1,3.1038928128673122
1070,50,Male,42,116980.25434321392,1.0,311,1.0,Credit-Reliant,1,3.386592753066194
1071,68,Male,37,110956.26751782028,1.0,337,1.0,Credit-Reliant,1,3.327870750213864
1072,44,Female,26,116681.19393860074,1.0,454,1.2,Credit-Reliant,1,3.364985161669823
1073,68,Female,92,66780.3960321728,100.0,300,5.0,Digital-Shoppers,3,0.06050103674724563
1074,18,Male,12,37583.1757664985,100.0,742,5.0,Budget-Conscious,2,2.0915908441502977
1075,57,Male,84,103869.0212705538,1.0,300,1.3,Credit-Reliant,1,3.1311549616390324
1076,46,Female,49,35033.27577610584,100.0,850,5.0,Budget-Conscious,2,2.563941110124369
1077,40,Male,14,77551.13172505342,100.0,300,5.0,Digital-Shoppers,3,0.3005660436335972
1078,46,Male,46,6656.7860784022605,1.0,300,5.0,Premium-Loyalists,0,2.545830018885602
1079,18,Male,35,75938.7496562218,100.0,304,5.0,Digital-Shoppers,3,0.25731300033848653
1080,41,Male,29,3019.359226169964,1.0,319,5.0,Premium-Loyalists,0,2.6097731957641783
1081,50,Female,12,5758.117164677878,1.0,300,5.0,Premium-Loyalists,0,2.561257930006316
1082,67,Female,116,31750.127558118613,100.0,841,4.8,Budget-Conscious,2,2.560289339209048
1083,37,Female,82,109406.07411845335,1.0,309,1.0,Credit-Reliant,1,3.310085102348817
1084,32,Female,44,29888.769119307224,100.0,850,5.0,Budget-Conscious,2,2.6132034134264015
1085,37,Male,66,26008.235739281045,100.0,840,4.8,Budget-Conscious,2,2.6169656487271564
1086,58,Male,2,85999.04454765089,1.0,431,1.0,Credit-Reliant,1,3.1958981581098294
1087,49,Male,59,92735.7825327891,1.0,300,1.0,Credit-Reliant,1,3.181713351184031
1088,37,Male,17,6899.22650482203,1.0,300,5.0,Premium-Loyalists,0,2.541691371077627
1089,52,Male,10,65632.98001126325,100.0,312,5.0,Digital-Shoppers,3,0.07015409433713408
1090,46,Female,18,7174.603865542054,1.0,300,5.0,Premium-Loyalists,0,2.53700266715945
1091,59,Female,22,61322.30559338662,100.0,335,5.0,Digital-Shoppers,3,0.20374748982792348
1092,34,Male,83,22620.229325697692,100.0,842,5.0,Budget-Conscious,2,2.661638887187013
1093,40,Female,58,25398.335890242022,100.0,850,4.3,Budget-Conscious,2,2.6942765130759634
1094,39,Female,53,3651.294715725021,1.0,300,5.0,Premium-Loyalists,0,2.5979520246249024
1095,23,Female,1,96079.53153028376,1.0,300,1.0,Credit-Reliant,1,3.2028335245786295
1096,49,Female,88,99387.65561192948,1.0,369,1.0,Credit-Reliant,1,3.238543279879152
1097,48,Female,61,55966.02322712421,100.0,300,5.0,Digital-Shoppers,3,0.2932828714622237
1098,45,Female,100,65144.25190941131,100.0,300,5.0,Digital-Shoppers,3,0.07227195123186074
1099,41,Female,89,6245.477988763568,1.0,300,5.0,Premium-Loyalists,0,2.5528742382980467
1100,23,Female,100,2400.633351310802,1.0,300,5.0,Premium-Loyalists,0,2.620072954296371
1101,38,Male,31,15413.950429836264,1.0,310,5.0,Premium-Loyalists,0,2.403101951169186
1102,39,Male,31,42400.861629649495,100.0,842,4.3,Budget-Conscious,2,2.5062737824981705
1103,32,Female,66,17976.793863859253,1.0,306,5.0,Premium-Loyalists,0,2.36404365581776
1104,42,Male,19,22103.800720434043,100.0,830,4.9,Budget-Conscious,2,2.621132218902997
1105,51,Male,53,8500.885816391972,1.0,304,5.0,Premium-Loyalists,0,2.5145175947756626
1106,73,Female,76,70560.3566810781,100.0,316,5.0,Digital-Shoppers,3,0.13010408978325103
1107,47,Male,74,104086.8220291264,1.0,374,1.0,Credit-Reliant,1,3.27731176968529
1108,48,Female,95,62485.32952493786,100.0,300,5.0,Digital-Shoppers,3,0.12668869704910093
1109,43,Female,109,92364.83248150923,1.0,300,1.0,Credit-Reliant,1,3.1795189135682143
1110,18,Female,22,102542.73059646162,1.0,428,1.2,Credit-Reliant,1,3.20962287235171
1111,44,Female,23,24105.76089538541,100.0,835,3.7,Budget-Conscious,2,2.729854972183462
1112,45,Male,116,69608.25611207874,100.0,303,5.0,Digital-Shoppers,3,0.09864737277027565
1113,80,Female,87,1820.025646850626,1.0,300,5.0,Premium-Loyalists,0,2.6304258160430782
1114,42,Female,15,5560.342448175064,1.0,318,5.0,Premium-Loyalists,0,2.565252817040166
1115,49,Female,26,24038.862672592648,100.0,850,5.0,Budget-Conscious,2,2.676847129462536
1116,44,Male,3,8733.933350899753,1.0,300,5.0,Premium-Loyalists,0,2.5107010638595857
1117,27,Male,87,71807.0314119049,100.0,317,5.0,Digital-Shoppers,3,0.16013686977951547
1118,62,Female,20,35238.97811233116,100.0,850,3.8,Budget-Conscious,2,2.6612894840282144
1119,56,Male,109,2524.176665294815,1.0,300,5.0,Premium-Loyalists,0,2.617876817598046
1120,56,Female,40,8027.936471852442,1.0,300,5.0,Premium-Loyalists,0,2.5225566147191247
1121,31,Male,39,108318.00742201164,1.0,376,1.4,Credit-Reliant,1,3.14573633938408
1122,66,Male,72,75723.56891735214,100.0,314,5.0,Digital-Shoppers,3,0.2549323363620889
1123,23,Male,18,70050.86953276882,100.0,300,5.0,Digital-Shoppers,3,0.11036608931806172
1124,53,Male,41,33894.62803689648,100.0,838,4.9,Budget-Conscious,2,2.525073816245947
1125,77,Female,70,62555.05129124897,100.0,302,5.0,Digital-Shoppers,3,0.1238431075396543
1126,30,Female,27,81635.40230203037,1.0,309,1.0,Credit-Reliant,1,3.1292012277002326
1127,36,Male,100,104787.13739980262,1.0,320,1.0,Credit-Reliant,1,3.2694862561995803
1128,46,Female,15,69500.27206125559,85.83886897519591,300,5.0,Digital-Shoppers,3,0.2465364841529212
1129,37,Male,37,17984.627710242403,100.0,848,4.7,Budget-Conscious,2,2.748783277482049
1130,21,Female,58,22373.25188086185,1.0,300,5.0,Premium-Loyalists,0,2.300604323466574
1131,46,Male,5,61230.80150820888,100.0,300,5.0,Digital-Shoppers,3,0.1572286433996731
1132,29,Female,103,7886.749497908528,1.0,300,5.0,Premium-Loyalists,0,2.5249380248277644
1133,52,Female,73,15982.969428115452,1.0,300,5.0,Premium-Loyalists,0,2.3943191075366554
1134,31,Female,7,114567.83807456984,1.0,357,1.0,Credit-Reliant,1,3.368943343171857
1135,68,Female,41,8702.594818950833,1.0,308,5.0,Premium-Loyalists,0,2.5111760779374737
1136,33,Female,84,13307.179809080224,1.0,300,5.0,Premium-Loyalists,0,2.4361035766620764
1137,40,Female,10,73435.36250975232,100.0,300,5.0,Digital-Shoppers,3,0.19324093168356715
1138,57,Female,62,114653.07086316615,1.0,300,1.2,Credit-Reliant,1,3.277393637572344
1139,26,Female,26,77916.65121144315,100.0,300,5.0,Digital-Shoppers,3,0.3102180801278563
1140,48,Female,68,19779.12965889901,100.0,824,5.0,Budget-Conscious,2,2.626326669994984
1141,64,Male,102,66114.20427934159,100.0,306,5.0,Digital-Shoppers,3,0.05835949750895597
1142,20,Female,24,99646.19457375749,1.0,345,1.0,Credit-Reliant,1,3.232833563192042
1143,47,Male,78,66874.70227293947,100.0,317,5.0,Digital-Shoppers,3,0.07855596418290313
1144,48,Female,41,127343.28159588034,1.0,339,1.0,Credit-Reliant,1,3.510924607359599
1145,56,Female,65,30588.15287587899,100.0,847,5.0,Budget-Conscious,2,2.5937887742631616
1146,26,Female,17,29369.98345281383,100.0,850,5.0,Budget-Conscious,2,2.6185268267850845
1147,25,Male,109,112464.8047413453,1.0,300,1.0,Credit-Reliant,1,3.3396829255082436
1148,52,Male,24,40773.23189191043,100.0,849,4.7,Budget-Conscious,2,2.5190322800773894
1149,49,Female,27,31206.072401920774,100.0,768,4.5,Budget-Conscious,2,2.285476683138833
1150,48,Female,7,24560.395169842566,100.0,827,4.6,Budget-Conscious,2,2.5900123188993103
1151,50,Male,73,117962.09397876928,1.0,356,1.0,Credit-Reliant,1,3.4047457612242984
1152,34,Male,107,85806.72327711349,100.0,300,5.0,Digital-Shoppers,3,0.5203431087375915
1153,48,Female,99,110423.20690765376,1.0,302,1.0,Credit-Reliant,1,3.319695096203262
1154,49,Female,12,72088.54510081591,100.0,300,5.0,Digital-Shoppers,3,0.15917905069504362
1155,34,Male,85,72720.89254431243,100.0,308,5.0,Digital-Shoppers,3,0.17435084896141886
1156,72,Male,3,3546.850287701945,1.0,300,5.0,Premium-Loyalists,0,2.5997898692609973
1157,52,Male,79,84177.92005064557,1.0,374,1.1,Credit-Reliant,1,3.1083189397145445
1158,27,Female,85,12857.58602283161,100.0,780,4.4,Budget-Conscious,2,2.5829840469039165
1159,54,Male,10,56617.9910202148,100.0,316,5.0,Digital-Shoppers,3,0.27975664428193703
1160,30,Male,33,88775.6925870014,100.0,300,5.0,Digital-Shoppers,3,0.599852241423289
1161,56,Male,46,15500.886153772646,100.0,840,4.4,Budget-Conscious,2,2.7682210557021207
1162,62,Male,59,79370.64896800541,100.0,304,5.0,Digital-Shoppers,3,0.3480908204326922
1163,32,Female,52,89040.25380524142,100.0,300,5.0,Digital-Shoppers,3,0.6069431698684179
1164,59,Male,6,7297.239855687014,1.0,311,5.0,Premium-Loyalists,0,2.53497957259468
1165,51,Male,2,4704.808665916164,1.0,300,5.0,Premium-Loyalists,0,2.579512357053709
1166,57,Male,29,71743.20995054756,100.0,300,5.0,Digital-Shoppers,3,0.15061227101291616
1167,73,Male,119,31727.74114731111,100.0,845,4.1,Budget-Conscious,2,2.6301945456120572
1168,41,Male,40,82888.75817321337,100.0,300,5.0,Digital-Shoppers,3,0.44236429714705394
1169,33,Female,97,68313.0244343934,100.0,300,5.0,Digital-Shoppers,3,0.07563393539330161
1170,31,Female,61,27282.983680815007,100.0,850,3.5,Budget-Conscious,2,2.7896500610743638
1171,32,Female,68,63389.6781248976,100.0,300,5.0,Digital-Shoppers,3,0.10590670990121925
1172,43,Female,68,6362.515808228098,1.0,393,5.0,Premium-Loyalists,0,2.5806043742581055
1173,50,Female,29,9472.868693921637,1.0,314,5.0,Premium-Loyalists,0,2.4986309727993263
1174,49,Male,101,71779.27945809193,100.0,306,5.0,Digital-Shoppers,3,0.15010379377300392
1175,57,Female,62,88438.2362522363,1.0,323,1.0,Credit-Reliant,1,3.159097228947961
1176,45,Female,60,28397.4789745066,100.0,850,4.9,Budget-Conscious,2,2.6293613417861095
1177,66,Female,84,43074.49152977794,87.19211052156062,300,5.0,Digital-Shoppers,3,0.6670355686857125
1178,41,Female,41,6656.822443399135,1.0,300,5.0,Premium-Loyalists,0,2.5458293973548853
1179,80,Male,87,66388.25801898554,100.0,310,5.0,Digital-Shoppers,3,0.06135439383346023
1180,54,Female,109,60760.87838156279,100.0,316,5.0,Digital-Shoppers,3,0.17486685052723028
1181,32,Female,82,92579.59090647908,1.0,362,1.0,Credit-Reliant,1,3.1908190567673524
1182,28,Female,113,11589.141742319507,1.0,300,5.0,Premium-Loyalists,0,2.463670248863856
1183,52,Male,89,1971.8606591761677,1.0,303,5.0,Premium-Loyalists,0,2.6276395501306973
1184,41,Male,65,101485.13521841234,1.0,315,1.0,Credit-Reliant,1,3.2422296358591742
1185,55,Male,118,70023.14887478329,100.0,300,5.0,Digital-Shoppers,3,0.10974163663215178
1186,52,Female,64,52487.43698385865,100.0,300,5.0,Digital-Shoppers,3,0.3854652348278668
1187,43,Male,79,68539.06173635078,100.0,300,5.0,Digital-Shoppers,3,0.07945302873935767
1188,32,Male,63,36834.68096625368,100.0,802,4.3,Budget-Conscious,2,2.384473418992138
1189,22,Female,98,72282.18666406178,100.0,311,5.0,Digital-Shoppers,3,0.16495434145766427
1190,38,Male,48,107434.60147370811,1.0,348,1.0,Credit-Reliant,1,3.2974907844827412
1191,57,Female,20,44294.2866680849,100.0,850,4.8,Budget-Conscious,2,2.495171091767489
1192,48,Male,118,5638.987524814298,1.0,300,5.0,Premium-Loyalists,0,2.56331328134735
1193,26,Female,37,7386.261638953555,1.0,306,5.0,Premium-Loyalists,0,2.5333244578679004
1194,47,Female,64,36057.0581867955,100.0,850,5.0,Budget-Conscious,2,2.554921244551442
1195,50,Female,91,5246.817640785404,1.0,306,5.0,Premium-Loyalists,0,2.5700140074946436
1196,31,Female,86,117253.34041380696,1.0,312,1.2,Credit-Reliant,1,3.3057598771454795
1197,47,Male,115,3199.709904040052,1.0,318,5.0,Premium-Loyalists,0,2.6064829698493637
1198,45,Male,5,112953.4929840206,1.0,345,1.0,Credit-Reliant,1,3.3492569810864516
1199,27,Male,34,76682.63266822917,100.0,300,5.0,Digital-Shoppers,3,0.2776868508781004
1200,50,Female,39,64708.66951874207,100.0,304,5.0,Digital-Shoppers,3,0.07652085338692086
1201,53,Female,67,31535.877297764426,100.0,850,5.0,Budget-Conscious,2,2.596728106778736
1202,61,Male,81,13651.713521484358,1.0,300,5.0,Premium-Loyalists,0,2.4306438225748015
1203,60,Female,62,65813.0406211163,100.0,300,5.0,Digital-Shoppers,3,0.06414784440692388
1204,24,Male,88,34401.030458370034,100.0,850,4.8,Budget-Conscious,2,2.5724420451842267
1205,30,Female,24,6773.4372966550045,1.0,310,5.0,Premium-Loyalists,0,2.5438538303897507
1206,52,Female,3,79277.09038273072,100.0,300,5.0,Digital-Shoppers,3,0.346238433950288
1207,52,Male,109,64104.975232761375,100.0,310,5.0,Digital-Shoppers,3,0.09119755346152121
1208,52,Female,71,100757.91634242354,1.0,300,1.0,Credit-Reliant,1,3.2363622442242868
1209,80,Male,89,22109.69148568812,100.0,833,4.1,Budget-Conscious,2,2.686992068105453
1210,53,Female,67,10829.631524620105,1.0,316,5.0,Premium-Loyalists,0,2.4764430340639456
1211,62,Female,79,25843.06391529732,100.0,837,4.2,Budget-Conscious,2,2.6478559787671285
1212,59,Male,93,84524.25372596298,100.0,300,5.0,Digital-Shoppers,3,0.4860460088305154
1213,54,Male,50,43285.44738096803,100.0,832,4.7,Budget-Conscious,2,2.428501448273931
1214,40,Male,29,45546.702333498506,100.0,837,3.8,Budget-Conscious,2,2.5327110225795906
1215,56,Female,74,111439.79007066952,1.0,347,1.0,Credit-Reliant,1,3.334762808208916
1216,33,Female,32,71800.08474141949,100.0,300,5.0,Digital-Shoppers,3,0.15201722351755315
1217,41,Male,87,20054.92044992665,100.0,832,5.0,Budget-Conscious,2,2.653969080440224
1218,37,Female,39,71878.62374601088,100.0,302,5.0,Digital-Shoppers,3,0.15299042938866236
1219,46,Female,9,38176.63461071486,100.0,834,4.7,Budget-Conscious,2,2.4761114900715464
1220,79,Male,101,8695.458151593193,1.0,369,5.0,Premium-Loyalists,0,2.5273502436255173
1221,18,Male,116,108311.60042090456,1.0,412,1.0,Credit-Reliant,1,3.33396193440561
1222,55,Female,104,21285.953473737954,1.0,312,5.0,Premium-Loyalists,0,2.3160377952128868
1223,20,Female,14,80450.1304015493,83.27703645510695,317,5.0,Digital-Shoppers,3,0.4724260538667518
1224,37,Male,68,5538.706584620701,1.0,307,5.0,Premium-Loyalists,0,2.564976135561892
1225,61,Male,64,37148.38159072226,100.0,850,4.1,Budget-Conscious,2,2.602209178395042
1226,45,Male,20,4013.041861367575,1.0,300,5.0,Premium-Loyalists,0,2.591600117048301
1227,28,Female,28,99706.30239426836,1.0,310,1.0,Credit-Reliant,1,3.228440267297483
1228,34,Male,14,12206.470239113482,100.0,840,4.8,Budget-Conscious,2,2.792884829390193
1229,55,Male,44,11626.3412177051,100.0,850,5.0,Budget-Conscious,2,2.836260827059715
1230,34,Female,98,38769.66546217788,100.0,850,4.3,Budget-Conscious,2,2.566890763897238
1231,48,Female,77,69192.75820988564,100.0,300,5.0,Digital-Shoppers,3,0.09188569604784642
1232,45,Male,95,5605.240364219624,1.0,300,5.0,Premium-Loyalists,0,2.563895953867783
1233,35,Male,97,25439.63666867581,100.0,841,4.6,Budget-Conscious,2,2.635621823341822
1234,77,Female,116,119187.126048562,1.0,301,1.0,Credit-Reliant,1,3.4107710152909116
1235,54,Male,39,105492.7018904631,1.0,328,1.0,Credit-Reliant,1,3.2764354105364726
1236,18,Male,28,796.823861860074,1.0,300,5.0,Premium-Loyalists,0,2.6487968998735925
1237,47,Female,64,10012.23637721166,1.0,303,5.0,Premium-Loyalists,0,2.489383075872617
1238,35,Male,89,71240.12680694358,100.0,314,5.0,Digital-Shoppers,3,0.1426385434801823
1239,57,Female,32,84460.93711467444,100.0,307,5.0,Digital-Shoppers,3,0.4839873924394798
1240,33,Female,9,37246.9905748591,100.0,806,4.8,Budget-Conscious,2,2.363190233200381
1241,43,Male,28,59895.457840983145,100.0,300,5.0,Digital-Shoppers,3,0.19094438184960774
1242,52,Male,95,102436.39311810464,1.0,408,1.0,Credit-Reliant,1,3.281510912357458
1243,57,Female,17,62484.97891511645,100.0,318,5.0,Digital-Shoppers,3,0.13796561523376352
1244,26,Female,117,29528.28570503967,100.0,797,3.8,Budget-Conscious,2,2.5069433270292256
1245,39,Female,87,10767.839861070208,1.0,300,5.0,Premium-Loyalists,0,2.4770454989676676
1246,37,Female,77,23621.47467401536,100.0,850,4.4,Budget-Conscious,2,2.7057249088304745
1247,35,Male,55,46585.83983243985,100.0,850,4.2,Budget-Conscious,2,2.5241435451459475
1248,71,Female,10,3536.288216099239,1.0,301,5.0,Premium-Loyalists,0,2.5999433822714355
1249,51,Male,80,71996.78690801408,100.0,300,5.0,Digital-Shoppers,3,0.15689461732616045
1250,26,Male,6,49450.17414685911,69.43139714687047,300,5.0,Digital-Shoppers,3,0.733206352843101
1251,58,Male,48,1559.9919798556502,1.0,311,5.0,Premium-Loyalists,0,2.6351378653799116
1252,76,Male,75,90301.79738415808,1.0,300,1.0,Credit-Reliant,1,3.1678619878627963
1253,60,Female,116,91563.1284802588,1.0,371,1.9,Credit-Reliant,1,2.8047653879744012
1254,22,Male,67,4828.090517056996,1.0,306,5.0,Premium-Loyalists,0,2.5772844844143843
1255,37,Male,92,69808.2774309878,100.0,306,5.0,Digital-Shoppers,3,0.10292545755963727
1256,64,Male,41,75630.1582487213,1.0,340,1.0,Credit-Reliant,1,3.116287534633193
1257,34,Female,79,10362.567366594916,1.0,300,5.0,Premium-Loyalists,0,2.4836916096774893
1258,51,Female,60,55223.14906294307,100.0,304,5.0,Digital-Shoppers,3,0.31219124194141057
1259,56,Male,77,111641.6958830532,1.0,307,1.0,Credit-Reliant,1,3.3314944605792007
1260,31,Male,42,27282.308100827817,100.0,850,3.4,Budget-Conscious,2,2.8095754648950813
1261,44,Male,116,5098.518321587667,1.0,300,5.0,Premium-Loyalists,0,2.5726676831878907
1262,18,Female,109,34296.82528536556,100.0,829,5.0,Budget-Conscious,2,2.4831901821382454
1263,29,Female,81,63334.17993591934,100.0,305,5.0,Digital-Shoppers,3,0.10501748100998601
1264,41,Female,71,15471.051706372977,1.0,300,5.0,Premium-Loyalists,0,2.4022020079685427
1265,26,Female,28,32210.27596951275,100.0,838,5.0,Budget-Conscious,2,2.540562111114933
1266,69,Male,102,44426.70214418336,100.0,300,5.0,Digital-Shoppers,3,0.6008874293627164
1267,23,Female,13,12071.467888902367,1.0,300,5.0,Premium-Loyalists,0,2.455874304020384
1268,38,Female,81,24615.909297195925,100.0,796,4.8,Budget-Conscious,2,2.458392837983331
1269,46,Male,15,22335.21314248729,1.0,300,5.0,Premium-Loyalists,0,2.3011353631569116
1270,66,Male,36,38005.05434794936,100.0,850,4.3,Budget-Conscious,2,2.5729860928789754
1271,23,Female,92,98811.19895002947,1.0,300,1.0,Credit-Reliant,1,3.2218542367350347
1272,62,Female,15,30774.26987719532,100.0,836,4.6,Budget-Conscious,2,2.5579984652232945
1273,45,Male,110,54745.36679419979,100.0,308,5.0,Digital-Shoppers,3,0.3251500923999624
1274,30,Female,117,23137.54430085741,1.0,300,5.0,Premium-Loyalists,0,2.29000548344557
1275,51,Female,75,30572.968407251203,100.0,849,5.0,Budget-Conscious,2,2.602166630195398
1276,47,Male,56,74577.83793911076,100.0,311,5.0,Digital-Shoppers,3,0.22337553545022026
1277,35,Male,95,113757.3473327131,1.0,336,1.0,Credit-Reliant,1,3.3555030448896295
1278,46,Male,4,35045.835142176504,100.0,850,3.7,Budget-Conscious,2,2.6797812023304663
1279,39,Female,99,32857.346313734626,100.0,847,4.7,Budget-Conscious,2,2.5778272228811807
1280,46,Male,98,92280.19261757082,1.0,359,1.0,Credit-Reliant,1,3.1880302991592995
1281,54,Male,52,38891.8930310256,100.0,850,5.0,Budget-Conscious,2,2.531345903202748
1282,68,Female,91,30351.34199810332,100.0,831,5.0,Budget-Conscious,2,2.5305997101237176
1283,26,Female,10,13859.983259322184,1.0,314,5.0,Premium-Loyalists,0,2.4276055856074175
1284,76,Male,94,6817.687625251258,1.0,305,5.0,Premium-Loyalists,0,2.5429937034164194
1285,18,Male,45,114390.53972884345,1.0,300,1.0,Credit-Reliant,1,3.3592108313352247
