CustomerID,Age,Gender,Tenure,Annual_Income,Spending_Score,Credit_Score,Online_Activity,True_Segment
1053,54,Female,3,69020.89817560956,78.99519327613503,300,5.0,Digital-Shoppers
1054,60,Male,79,55041.544368289455,100.0,310,5.0,Digital-Shoppers
1055,58,Male,99,99732.25261473747,1.0,308,1.0,Credit-Reliant
1056,32,Female,47,65984.31728904058,100.0,300,5.0,Digital-Shoppers
1057,40,Female,38,19409.64108068227,100.0,850,4.9,Budget-Conscious
1058,49,Female,33,84525.88300706125,1.0,300,1.0,Credit-Reliant
1059,59,Male,78,1099.1334842971225,1.0,317,5.0,Premium-Loyalists
1060,37,Female,48,32692.47823398932,100.0,836,4.3,Budget-Conscious
1061,42,Male,65,20004.05520447516,1.0,300,5.0,Premium-Loyalists
1062,28,Male,117,2597.878048336519,1.0,318,5.0,Premium-Loyalists
1063,27,Female,113,34283.50652263767,100.0,839,4.5,Budget-Conscious
1064,57,Female,26,8191.868714696758,1.0,300,5.0,Premium-Loyalists
1065,65,Female,8,116907.90827720096,1.0,315,1.0,Credit-Reliant
1066,43,Male,50,36357.148193113906,100.0,818,4.1,Budget-Conscious
1067,60,Female,80,102793.46972514625,1.0,300,1.0,Credit-Reliant
1068,50,Male,38,46658.3780909369,100.0,300,5.0,Digital-Shoppers
1069,35,Female,10,68884.56306766448,1.0,316,1.0,Credit-Reliant
1070,50,Male,42,116980.25434321392,1.0,311,1.0,Credit-Reliant
1071,68,Male,37,110956.26751782028,1.0,337,1.0,Credit-Reliant
1072,44,Female,26,116681.19393860074,1.0,454,1.2,Credit-Reliant
1073,68,Female,92,66780.3960321728,100.0,300,5.0,Digital-Shoppers
1074,18,Male,12,37583.1757664985,100.0,742,5.0,Budget-Conscious
1075,57,Male,84,103869.0212705538,1.0,300,1.3,Credit-Reliant
1076,46,Female,49,35033.27577610584,100.0,850,5.0,Budget-Conscious
1077,40,Male,14,77551.13172505342,100.0,300,5.0,Digital-Shoppers
1078,46,Male,46,6656.7860784022605,1.0,300,5.0,Premium-Loyalists
1079,18,Male,35,75938.7496562218,100.0,304,5.0,Digital-Shoppers
1080,41,Male,29,3019.3592261699637,1.0,319,5.0,Premium-Loyalists
1081,50,Female,12,5758.117164677878,1.0,300,5.0,Premium-Loyalists
1082,67,Female,116,31750.127558118613,100.0,841,4.8,Budget-Conscious
1083,37,Female,82,109406.07411845337,1.0,309,1.0,Credit-Reliant
1084,32,Female,44,29888.769119307224,100.0,850,5.0,Budget-Conscious
1085,37,Male,66,26008.235739281045,100.0,840,4.8,Budget-Conscious
1086,58,Male,2,85999.04454765089,1.0,431,1.0,Credit-Reliant
1087,49,Male,59,92735.7825327891,1.0,300,1.0,Credit-Reliant
1088,37,Male,17,6899.22650482203,1.0,300,5.0,Premium-Loyalists
1089,52,Male,10,65632.98001126325,100.0,312,5.0,Digital-Shoppers
1090,46,Female,18,7174.603865542054,1.0,300,5.0,Premium-Loyalists
1091,59,Female,22,61322.30559338662,100.0,335,5.0,Digital-Shoppers
1092,34,Male,83,22620.229325697695,100.0,842,5.0,Budget-Conscious
1093,40,Female,58,25398.335890242022,100.0,850,4.3,Budget-Conscious
1094,39,Female,53,3651.2947157250205,1.0,300,5.0,Premium-Loyalists
1095,23,Female,1,96079.53153028376,1.0,300,1.0,Credit-Reliant
1096,49,Female,88,99387.65561192948,1.0,369,1.0,Credit-Reliant
1097,48,Female,61,55966.02322712421,100.0,300,5.0,Digital-Shoppers
1098,45,Female,100,65144.25190941131,100.0,300,5.0,Digital-Shoppers
1099,41,Female,89,6245.477988763568,1.0,300,5.0,Premium-Loyalists
1100,23,Female,100,2400.633351310802,1.0,300,5.0,Premium-Loyalists
1101,38,Male,31,15413.950429836264,1.0,310,5.0,Premium-Loyalists
1102,39,Male,31,42400.861629649495,100.0,842,4.3,Budget-Conscious
1103,32,Female,66,17976.793863859253,1.0,306,5.0,Premium-Loyalists
1104,42,Male,19,22103.800720434043,100.0,830,4.9,Budget-Conscious
1105,51,Male,53,8500.885816391972,1.0,304,5.0,Premium-Loyalists
1106,73,Female,76,70560.3566810781,100.0,316,5.0,Digital-Shoppers
1107,47,Male,74,104086.8220291264,1.0,374,1.0,Credit-Reliant
1108,48,Female,95,62485.329524937864,100.0,300,5.0,Digital-Shoppers
1109,43,Female,109,92364.83248150925,1.0,300,1.0,Credit-Reliant
1110,18,Female,22,102542.73059646162,1.0,428,1.2,Credit-Reliant
1111,44,Female,23,24105.76089538541,100.0,835,3.7,Budget-Conscious
1112,45,Male,116,69608.25611207874,100.0,303,5.0,Digital-Shoppers
1113,80,Female,87,1820.0256468506261,1.0,300,5.0,Premium-Loyalists
1114,42,Female,15,5560.3424481750635,1.0,318,5.0,Premium-Loyalists
1115,49,Female,26,24038.862672592648,100.0,850,5.0,Budget-Conscious
1116,44,Male,3,8733.933350899753,1.0,300,5.0,Premium-Loyalists
1117,27,Male,87,71807.0314119049,100.0,317,5.0,Digital-Shoppers
1118,62,Female,20,35238.97811233116,100.0,850,3.8,Budget-Conscious
1119,56,Male,109,2524.176665294815,1.0,300,5.0,Premium-Loyalists
1120,56,Female,40,8027.936471852442,1.0,300,5.0,Premium-Loyalists
1121,31,Male,39,108318.00742201165,1.0,376,1.4,Credit-Reliant
1122,66,Male,72,75723.56891735214,100.0,314,5.0,Digital-Shoppers
1123,23,Male,18,70050.86953276882,100.0,300,5.0,Digital-Shoppers
1124,53,Male,41,33894.62803689648,100.0,838,4.9,Budget-Conscious
1125,77,Female,70,62555.05129124897,100.0,302,5.0,Digital-Shoppers
1126,30,Female,27,81635.40230203037,1.0,309,1.0,Credit-Reliant
1127,36,Male,100,104787.13739980262,1.0,320,1.0,Credit-Reliant
1128,46,Female,15,69500.27206125559,85.83886897519591,300,5.0,Digital-Shoppers
1129,37,Male,37,17984.627710242403,100.0,848,4.7,Budget-Conscious
1130,21,Female,58,22373.251880861855,1.0,300,5.0,Premium-Loyalists
1131,46,Male,5,61230.801508208875,100.0,300,5.0,Digital-Shoppers
1132,29,Female,103,7886.749497908528,1.0,300,5.0,Premium-Loyalists
1133,52,Female,73,15982.969428115452,1.0,300,5.0,Premium-Loyalists
1134,31,Female,7,114567.83807456984,1.0,357,1.0,Credit-Reliant
1135,68,Female,41,8702.594818950833,1.0,308,5.0,Premium-Loyalists
1136,33,Female,84,13307.179809080224,1.0,300,5.0,Premium-Loyalists
1137,40,Female,10,73435.36250975232,100.0,300,5.0,Digital-Shoppers
1138,57,Female,62,114653.07086316617,1.0,300,1.2,Credit-Reliant
1139,26,Female,26,77916.65121144315,100.0,300,5.0,Digital-Shoppers
1140,48,Female,68,19779.129658899015,100.0,824,5.0,Budget-Conscious
1141,64,Male,102,66114.20427934159,100.0,306,5.0,Digital-Shoppers
1142,20,Female,24,99646.19457375747,1.0,345,1.0,Credit-Reliant
1143,47,Male,78,66874.70227293947,100.0,317,5.0,Digital-Shoppers
1144,48,Female,41,127343.28159588034,1.0,339,1.0,Credit-Reliant
1145,56,Female,65,30588.15287587899,100.0,847,5.0,Budget-Conscious
1146,26,Female,17,29369.98345281383,100.0,850,5.0,Budget-Conscious
1147,25,Male,109,112464.8047413453,1.0,300,1.0,Credit-Reliant
1148,52,Male,24,40773.23189191043,100.0,849,4.7,Budget-Conscious
1149,49,Female,27,31206.072401920774,100.0,768,4.5,Budget-Conscious
1150,48,Female,7,24560.395169842566,100.0,827,4.6,Budget-Conscious
1151,50,Male,73,117962.09397876928,1.0,356,1.0,Credit-Reliant
1152,34,Male,107,85806.72327711349,100.0,300,5.0,Digital-Shoppers
1153,48,Female,99,110423.20690765376,1.0,302,1.0,Credit-Reliant
1154,49,Female,12,72088.54510081591,100.0,300,5.0,Digital-Shoppers
1155,34,Male,85,72720.89254431243,100.0,308,5.0,Digital-Shoppers
1156,72,Male,3,3546.850287701945,1.0,300,5.0,Premium-Loyalists
1157,52,Male,79,84177.92005064557,1.0,374,1.1,Credit-Reliant
1158,27,Female,85,12857.58602283161,100.0,780,4.4,Budget-Conscious
1159,54,Male,10,56617.991020214795,100.0,316,5.0,Digital-Shoppers
1160,30,Male,33,88775.6925870014,100.0,300,5.0,Digital-Shoppers
1161,56,Male,46,15500.886153772646,100.0,840,4.4,Budget-Conscious
1162,62,Male,59,79370.64896800541,100.0,304,5.0,Digital-Shoppers
1163,32,Female,52,89040.25380524142,100.0,300,5.0,Digital-Shoppers
1164,59,Male,6,7297.239855687014,1.0,311,5.0,Premium-Loyalists
1165,51,Male,2,4704.808665916164,1.0,300,5.0,Premium-Loyalists
1166,57,Male,29,71743.20995054756,100.0,300,5.0,Digital-Shoppers
1167,73,Male,119,31727.74114731111,100.0,845,4.1,Budget-Conscious
1168,41,Male,40,82888.75817321337,100.0,300,5.0,Digital-Shoppers
1169,33,Female,97,68313.0244343934,100.0,300,5.0,Digital-Shoppers
1170,31,Female,61,27282.983680815007,100.0,850,3.5,Budget-Conscious
1171,32,Female,68,63389.6781248976,100.0,300,5.0,Digital-Shoppers
1172,43,Female,68,6362.515808228098,1.0,393,5.0,Premium-Loyalists
1173,50,Female,29,9472.868693921637,1.0,314,5.0,Premium-Loyalists
1174,49,Male,101,71779.27945809193,100.0,306,5.0,Digital-Shoppers
1175,57,Female,62,88438.2362522363,1.0,323,1.0,Credit-Reliant
1176,45,Female,60,28397.478974506597,100.0,850,4.9,Budget-Conscious
1177,66,Female,84,43074.491529777944,87.19211052156062,300,5.0,Digital-Shoppers
1178,41,Female,41,6656.8224433991345,1.0,300,5.0,Premium-Loyalists
1179,80,Male,87,66388.25801898554,100.0,310,5.0,Digital-Shoppers
1180,54,Female,109,60760.87838156279,100.0,316,5.0,Digital-Shoppers
1181,32,Female,82,92579.59090647909,1.0,362,1.0,Credit-Reliant
1182,28,Female,113,11589.141742319509,1.0,300,5.0,Premium-Loyalists
1183,52,Male,89,1971.8606591761675,1.0,303,5.0,Premium-Loyalists
1184,41,Male,65,101485.13521841234,1.0,315,1.0,Credit-Reliant
1185,55,Male,118,70023.14887478329,100.0,300,5.0,Digital-Shoppers
1186,52,Female,64,52487.43698385865,100.0,300,5.0,Digital-Shoppers
1187,43,Male,79,68539.06173635078,100.0,300,5.0,Digital-Shoppers
1188,32,Male,63,36834.68096625368,100.0,802,4.3,Budget-Conscious
1189,22,Female,98,72282.18666406178,100.0,311,5.0,Digital-Shoppers
1190,38,Male,48,107434.60147370813,1.0,348,1.0,Credit-Reliant
1191,57,Female,20,44294.2866680849,100.0,850,4.8,Budget-Conscious
1192,48,Male,118,5638.987524814298,1.0,300,5.0,Premium-Loyalists
1193,26,Female,37,7386.261638953555,1.0,306,5.0,Premium-Loyalists
1194,47,Female,64,36057.0581867955,100.0,850,5.0,Budget-Conscious
1195,50,Female,91,5246.8176407854035,1.0,306,5.0,Premium-Loyalists
1196,31,Female,86,117253.34041380697,1.0,312,1.2,Credit-Reliant
1197,47,Male,115,3199.709904040052,1.0,318,5.0,Premium-Loyalists
1198,45,Male,5,112953.4929840206,1.0,345,1.0,Credit-Reliant
1199,27,Male,34,76682.63266822917,100.0,300,5.0,Digital-Shoppers
1200,50,Female,39,64708.66951874207,100.0,304,5.0,Digital-Shoppers
1201,53,Female,67,31535.877297764422,100.0,850,5.0,Budget-Conscious
1202,61,Male,81,13651.713521484358,1.0,300,5.0,Premium-Loyalists
1203,60,Female,62,65813.0406211163,100.0,300,5.0,Digital-Shoppers
1204,24,Male,88,34401.030458370034,100.0,850,4.8,Budget-Conscious
1205,30,Female,24,6773.4372966550045,1.0,310,5.0,Premium-Loyalists
1206,52,Female,3,79277.09038273072,100.0,300,5.0,Digital-Shoppers
1207,52,Male,109,64104.975232761375,100.0,310,5.0,Digital-Shoppers
1208,52,Female,71,100757.91634242354,1.0,300,1.0,Credit-Reliant
1209,80,Male,89,22109.69148568812,100.0,833,4.1,Budget-Conscious
1210,53,Female,67,10829.631524620105,1.0,316,5.0,Premium-Loyalists
1211,62,Female,79,25843.063915297316,100.0,837,4.2,Budget-Conscious
1212,59,Male,93,84524.25372596298,100.0,300,5.0,Digital-Shoppers
1213,54,Male,50,43285.44738096803,100.0,832,4.7,Budget-Conscious
1214,40,Male,29,45546.702333498506,100.0,837,3.8,Budget-Conscious
1215,56,Female,74,111439.79007066952,1.0,347,1.0,Credit-Reliant
1216,33,Female,32,71800.08474141949,100.0,300,5.0,Digital-Shoppers
1217,41,Male,87,20054.92044992665,100.0,832,5.0,Budget-Conscious
1218,37,Female,39,71878.62374601088,100.0,302,5.0,Digital-Shoppers
1219,46,Female,9,38176.63461071486,100.0,834,4.7,Budget-Conscious
1220,79,Male,101,8695.458151593193,1.0,369,5.0,Premium-Loyalists
1221,18,Male,116,108311.60042090456,1.0,412,1.0,Credit-Reliant
1222,55,Female,104,21285.953473737954,1.0,312,5.0,Premium-Loyalists
1223,20,Female,14,80450.1304015493,83.27703645510695,317,5.0,Digital-Shoppers
1224,37,Male,68,5538.706584620701,1.0,307,5.0,Premium-Loyalists
1225,61,Male,64,37148.38159072226,100.0,850,4.1,Budget-Conscious
1226,45,Male,20,4013.0418613675747,1.0,300,5.0,Premium-Loyalists
1227,28,Female,28,99706.30239426835,1.0,310,1.0,Credit-Reliant
1228,34,Male,14,12206.470239113482,100.0,840,4.8,Budget-Conscious
1229,55,Male,44,11626.341217705101,100.0,850,5.0,Budget-Conscious
1230,34,Female,98,38769.66546217788,100.0,850,4.3,Budget-Conscious
1231,48,Female,77,69192.75820988564,100.0,300,5.0,Digital-Shoppers
1232,45,Male,95,5605.240364219624,1.0,300,5.0,Premium-Loyalists
1233,35,Male,97,25439.636668675812,100.0,841,4.6,Budget-Conscious
1234,77,Female,116,119187.12604856199,1.0,301,1.0,Credit-Reliant
1235,54,Male,39,105492.7018904631,1.0,328,1.0,Credit-Reliant
1236,18,Male,28,796.823861860074,1.0,300,5.0,Premium-Loyalists
1237,47,Female,64,10012.23637721166,1.0,303,5.0,Premium-Loyalists
1238,35,Male,89,71240.12680694358,100.0,314,5.0,Digital-Shoppers
1239,57,Female,32,84460.93711467444,100.0,307,5.0,Digital-Shoppers
1240,33,Female,9,37246.9905748591,100.0,806,4.8,Budget-Conscious
1241,43,Male,28,59895.457840983145,100.0,300,5.0,Digital-Shoppers
1242,52,Male,95,102436.39311810465,1.0,408,1.0,Credit-Reliant
1243,57,Female,17,62484.97891511645,100.0,318,5.0,Digital-Shoppers
1244,26,Female,117,29528.28570503967,100.0,797,3.8,Budget-Conscious
1245,39,Female,87,10767.839861070208,1.0,300,5.0,Premium-Loyalists
1246,37,Female,77,23621.474674015357,100.0,850,4.4,Budget-Conscious
1247,35,Male,55,46585.83983243985,100.0,850,4.2,Budget-Conscious
1248,71,Female,10,3536.288216099239,1.0,301,5.0,Premium-Loyalists
1249,51,Male,80,71996.78690801408,100.0,300,5.0,Digital-Shoppers
1250,26,Male,6,49450.17414685911,69.43139714687047,300,5.0,Digital-Shoppers
1251,58,Male,48,1559.9919798556502,1.0,311,5.0,Premium-Loyalists
1252,76,Male,75,90301.79738415807,1.0,300,1.0,Credit-Reliant
1253,60,Female,116,91563.12848025879,1.0,371,1.9,Credit-Reliant
1254,22,Male,67,4828.090517056996,1.0,306,5.0,Premium-Loyalists
1255,37,Male,92,69808.2774309878,100.0,306,5.0,Digital-Shoppers
1256,64,Male,41,75630.1582487213,1.0,340,1.0,Credit-Reliant
1257,34,Female,79,10362.567366594916,1.0,300,5.0,Premium-Loyalists
1258,51,Female,60,55223.14906294307,100.0,304,5.0,Digital-Shoppers
1259,56,Male,77,111641.6958830532,1.0,307,1.0,Credit-Reliant
1260,31,Male,42,27282.308100827817,100.0,850,3.4,Budget-Conscious
1261,44,Male,116,5098.518321587667,1.0,300,5.0,Premium-Loyalists
1262,18,Female,109,34296.82528536556,100.0,829,5.0,Budget-Conscious
1263,29,Female,81,63334.17993591934,100.0,305,5.0,Digital-Shoppers
1264,41,Female,71,15471.051706372977,1.0,300,5.0,Premium-Loyalists
1265,26,Female,28,32210.27596951275,100.0,838,5.0,Budget-Conscious
1266,69,Male,102,44426.70214418336,100.0,300,5.0,Digital-Shoppers
1267,23,Female,13,12071.467888902367,1.0,300,5.0,Premium-Loyalists
1268,38,Female,81,24615.909297195925,100.0,796,4.8,Budget-Conscious
1269,46,Male,15,22335.213142487286,1.0,300,5.0,Premium-Loyalists
1270,66,Male,36,38005.05434794936,100.0,850,4.3,Budget-Conscious
1271,23,Female,92,98811.19895002949,1.0,300,1.0,Credit-Reliant
1272,62,Female,15,30774.26987719532,100.0,836,4.6,Budget-Conscious
1273,45,Male,110,54745.36679419979,100.0,308,5.0,Digital-Shoppers
1274,30,Female,117,23137.54430085741,1.0,300,5.0,Premium-Loyalists
1275,51,Female,75,30572.968407251203,100.0,849,5.0,Budget-Conscious
1276,47,Male,56,74577.83793911076,100.0,311,5.0,Digital-Shoppers
1277,35,Male,95,113757.3473327131,1.0,336,1.0,Credit-Reliant
1278,46,Male,4,35045.835142176504,100.0,850,3.7,Budget-Conscious
1279,39,Female,99,32857.346313734626,100.0,847,4.7,Budget-Conscious
1280,46,Male,98,92280.19261757082,1.0,359,1.0,Credit-Reliant
1281,54,Male,52,38891.893031025604,100.0,850,5.0,Budget-Conscious
1282,68,Female,91,30351.341998103322,100.0,831,5.0,Budget-Conscious
1283,26,Female,10,13859.983259322184,1.0,314,5.0,Premium-Loyalists
1284,76,Male,94,6817.687625251258,1.0,305,5.0,Premium-Loyalists
1285,18,Male,45,114390.53972884345,1.0,300,1.0,Credit-Reliant
1286,42,Female,84,9849.285584509671,1.0,300,5.0,Premium-Loyalists
1287,53,Female,29,35348.53859310115,100.0,850,5.0,Budget-Conscious
1288,49,Female,53,71195.25885581544,82.61333273662207,300,5.0,Digital-Shoppers
1289,35,Male,29,37713.568152500826,100.0,824,4.3,Budget-Conscious
1290,41,Female,23,65170.6988577558,99.31218659988451,300,5.0,Digital-Shoppers
1291,37,Female,57,117946.5759725141,1.0,385,1.0,Credit-Reliant
1292,36,Female,50,97489.83315729344,1.0,331,1.0,Credit-Reliant
1293,57,Female,21,20187.781993309145,1.0,300,5.0,Premium-Loyalists
1294,50,Male,112,6863.436479073102,1.0,313,5.0,Premium-Loyalists
1295,34,Male,43,8846.647277619066,1.0,315,5.0,Premium-Loyalists
1296,58,Female,10,106309.0759405305,1.0,354,1.0,Credit-Reliant
1297,49,Female,105,7513.896569072983,1.0,312,5.0,Premium-Loyalists
1298,57,Female,76,55317.68891013372,100.0,310,5.0,Digital-Shoppers
1299,54,Male,30,2788.5584849845063,1.0,300,5.0,Premium-Loyalists
1300,32,Female,51,3748.6576006732485,1.0,300,5.0,Premium-Loyalists
1301,36,Female,33,101663.8121798274,1.0,382,1.0,Credit-Reliant
1302,56,Male,18,72708.24663990882,97.19958355506944,300,5.0,Digital-Shoppers
1303,54,Male,78,66489.36842890889,100.0,302,5.0,Digital-Shoppers
1304,44,Female,22,3983.427950323785,1.0,317,5.0,Premium-Loyalists
1305,46,Female,64,28021.66914084023,100.0,850,4.6,Budget-Conscious
1306,64,Female,21,37493.286140414224,100.0,850,5.0,Budget-Conscious
1307,36,Female,1,12361.148060035488,1.0,309,5.0,Premium-Loyalists
1308,53,Male,113,90045.14484346528,1.0,371,1.0,Credit-Reliant
1309,41,Male,107,25977.975247765073,1.0,318,5.0,Premium-Loyalists
1310,41,Female,116,67505.99687540032,84.88153519361114,300,5.0,Digital-Shoppers
1311,61,Female,15,112154.38091325996,1.0,379,1.0,Credit-Reliant
1312,57,Female,36,84310.76951769306,100.0,304,5.0,Digital-Shoppers
1313,57,Female,47,28653.595675775796,100.0,832,4.5,Budget-Conscious
1314,64,Male,54,106332.67191335408,1.0,301,1.0,Credit-Reliant
1315,45,Female,86,69327.25308563287,100.0,311,5.0,Digital-Shoppers
1316,55,Male,32,78972.49169145952,100.0,303,5.0,Digital-Shoppers
1317,40,Male,58,69535.45022317457,100.0,300,5.0,Digital-Shoppers
1318,49,Male,46,57743.32752276902,100.0,300,5.0,Digital-Shoppers
1319,43,Male,54,57238.642372660506,100.0,300,5.0,Digital-Shoppers
1320,46,Male,33,72177.6901416016,100.0,311,5.0,Digital-Shoppers
1321,53,Male,105,76420.82801715202,74.8228155679935,300,5.0,Digital-Shoppers
1322,32,Male,39,15645.269264475803,100.0,850,3.7,Budget-Conscious
1323,76,Male,23,59871.19019728451,92.95533194029201,311,5.0,Digital-Shoppers
1324,29,Female,43,17156.597982950785,100.0,723,4.1,Budget-Conscious
1325,26,Male,55,61223.758874869105,100.0,307,5.0,Digital-Shoppers
1326,62,Male,2,11629.332139281434,1.0,319,5.0,Premium-Loyalists
1327,56,Female,66,55.19161974554532,1.0,306,5.0,Premium-Loyalists
1328,54,Female,38,61649.76017356875,100.0,300,5.0,Digital-Shoppers
1329,54,Female,119,107877.5608040015,1.0,343,1.0,Credit-Reliant
1330,44,Male,115,2561.3221041711345,1.0,300,5.0,Premium-Loyalists
1331,31,Female,29,71091.45129202382,100.0,300,5.0,Digital-Shoppers
1332,46,Male,116,23017.08962218978,100.0,830,4.2,Budget-Conscious
1333,34,Male,110,21421.970033081692,100.0,811,4.9,Budget-Conscious
1334,59,Male,67,88949.63769664108,1.0,300,1.0,Credit-Reliant
1335,42,Female,103,76677.44850923982,58.65037106622978,326,5.0,Digital-Shoppers
1336,32,Male,71,92875.17803621048,1.0,319,1.0,Credit-Reliant
1337,40,Male,36,32153.41811011668,100.0,782,4.7,Budget-Conscious
1338,51,Male,29,78504.60283086837,100.0,300,5.0,Digital-Shoppers
1339,36,Female,119,92860.8307220075,1.0,314,1.0,Credit-Reliant
1340,32,Female,37,65314.67354965793,97.67370571676251,303,5.0,Digital-Shoppers
1341,48,Male,113,69810.33392528043,95.86236206473899,300,5.0,Digital-Shoppers
1342,48,Female,100,90497.06951127699,7.114485083688876,414,1.6,Credit-Reliant
1343,37,Female,87,114543.4572450338,1.0,439,1.0,Credit-Reliant
1344,37,Female,45,4101.497063179357,1.0,338,5.0,Premium-Loyalists
1345,48,Male,16,113064.2049805693,1.0,300,1.0,Credit-Reliant
1346,23,Female,112,66489.83750435109,86.84584611831357,300,5.0,Digital-Shoppers
1347,23,Male,31,103932.56275366944,7.223886347577628,323,1.0,Credit-Reliant
1348,34,Female,34,15579.311652629814,1.0,300,5.0,Premium-Loyalists
1349,41,Male,50,63602.3163674948,100.0,300,5.0,Digital-Shoppers
1350,49,Male,65,98214.1149374082,1.0,328,1.0,Credit-Reliant
1351,67,Male,82,11179.370652732949,1.0,302,5.0,Premium-Loyalists
1352,57,Female,62,7720.271724742825,1.0,317,5.0,Premium-Loyalists
1353,42,Male,104,11346.607862235904,1.0,308,5.0,Premium-Loyalists
1354,44,Female,43,99799.61806691554,1.0,300,1.0,Credit-Reliant
1355,29,Male,56,68173.78797253995,100.0,311,5.0,Digital-Shoppers
1356,44,Female,15,94718.73119398174,1.0,306,1.0,Credit-Reliant
1357,40,Female,48,68395.24450991683,100.0,313,5.0,Digital-Shoppers
1358,49,Female,49,104288.19863780812,1.0,312,1.0,Credit-Reliant
1359,32,Female,81,43832.70915700565,100.0,829,4.3,Budget-Conscious
1360,52,Female,44,70942.96940368964,100.0,300,5.0,Digital-Shoppers
1361,67,Male,10,55675.60835855296,100.0,300,5.0,Digital-Shoppers
1362,43,Female,20,88626.82032254618,1.0,307,1.0,Credit-Reliant
1363,51,Male,70,66215.04011242196,100.0,306,5.0,Digital-Shoppers
1364,55,Female,8,27840.2659036762,100.0,850,5.0,Budget-Conscious
1365,38,Female,45,15685.501972876742,1.0,300,5.0,Premium-Loyalists
1366,48,Male,34,32863.367298028286,100.0,842,5.0,Budget-Conscious
